里程數,公路編,經度,緯度,E,N,工程處,工務段,日期,縣市別,鄉鎮區,村里,備註
0055K+500,台7線,121.42114500000,24.64865400000,292630.71600000001,2726928.10600000015,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0055K+600,台7線,121.42147300000,24.64943700000,292663.65200000000,2727014.93099999987,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0055K+700,台7線,121.42236000000,24.64915600000,292753.53600000002,2726984.08399999980,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0055K+800,台7線,121.42316500000,24.64958100000,292834.87800000003,2727031.40700000012,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0055K+900,台7線,121.42340800000,24.65036400000,292859.20899999997,2727118.20699999994,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+000,台7線,121.42380200000,24.65062900000,292899.00099999999,2727147.68099999987,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+100,台7線,121.42416800000,24.64979600000,292936.33399999997,2727055.53299999982,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+200,台7線,121.42442500000,24.64899700000,292962.62300000002,2726967.11799999978,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+300,台7線,121.42516800000,24.64928200000,293037.73700000002,2726998.91600000020,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+400,台7線,121.42529500000,24.65017400000,293050.28600000002,2727097.75300000003,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+500,台7線,121.42576700000,24.65084000000,293097.83600000001,2727171.66600000020,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+600,台7線,121.42634200000,24.65127000000,293155.89299999998,2727219.47300000023,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+700,台7線,121.42717800000,24.65092000000,293240.63799999998,2727180.97000000020,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+800,台7線,121.42797700000,24.65110500000,293321.45299999998,2727201.71199999982,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0056K+900,台7線,121.42846600000,24.65149100000,293370.81800000003,2727244.61899999995,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+000,台7線,121.42883100000,24.65070200000,293408.03800000000,2727157.34599999990,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+100,台7線,121.42847700000,24.64992900000,293372.47100000002,2727071.61799999978,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+200,台7線,121.42869900000,24.64934100000,293395.14700000000,2727006.56199999992,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+300,台7線,121.42963300000,24.64908200000,293489.78200000001,2726978.17100000009,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+400,台7線,121.43028000000,24.64881000000,293555.37000000000,2726948.24899999984,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+500,台7線,121.42975100000,24.64807000000,293502.07699999999,2726866.12000000011,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+600,台7線,121.42918400000,24.64733600000,293444.93500000000,2726784.64399999985,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+700,台7線,121.42996600000,24.64711000000,293524.17400000000,2726759.85999999987,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+800,台7線,121.43088100000,24.64738800000,293616.70100000000,2726790.94100000011,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0057K+900,台7線,121.43173900000,24.64751500000,293703.51100000000,2726805.27999999980,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+000,台7線,121.43233000000,24.64810800000,293763.13000000000,2726871.14800000004,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+100,台7線,121.43298100000,24.64824500000,293828.98100000003,2726886.52999999980,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+200,台7線,121.43365800000,24.64765100000,293897.71999999997,2726820.95500000007,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+300,台7線,121.43414000000,24.64687700000,293946.78300000000,2726735.38200000022,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+400,台7線,121.43444800000,24.64606100000,293978.24699999997,2726645.10199999996,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+500,台7線,121.43501500000,24.64536100000,294035.88900000002,2726567.75199999986,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+600,台7線,121.43574300000,24.64561500000,294109.49500000000,2726596.11799999978,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+700,台7線,121.43641800000,24.64614700000,294177.63799999998,2726655.25900000008,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+800,台7線,121.43726000000,24.64592700000,294262.95000000001,2726631.16300000018,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0058K+900,台7線,121.43743700000,24.64673700000,294280.58199999999,2726720.93500000006,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+000,台7線,121.43765600000,24.64758800000,294302.45100000000,2726815.26099999994,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+100,台7線,121.43771900000,24.64843400000,294308.53000000003,2726908.98300000001,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+200,台7線,121.43811200000,24.64797300000,294348.47499999998,2726858.04999999981,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+300,台7線,121.43855700000,24.64725100000,294393.77700000000,2726778.22599999979,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+400,台7線,121.43898400000,24.64669100000,294437.19900000002,2726716.33900000015,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+500,台7線,121.43977100000,24.64645800000,294516.94900000002,2726690.78700000001,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+600,台7線,121.44053600000,24.64602700000,294594.54200000002,2726643.29799999995,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+700,台7線,121.44104400000,24.64548200000,294646.15999999997,2726583.10000000009,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+800,台7線,121.44181000000,24.64510600000,294723.83600000001,2726541.70399999991,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0059K+900,台7線,121.44251900000,24.64456000000,294795.80300000001,2726481.45999999996,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+000,台7線,121.44263500000,24.64541300000,294807.24099999998,2726575.97500000009,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+100,台7線,121.44327400000,24.64609200000,294871.68400000001,2726651.38899999997,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+200,台7線,121.44376000000,24.64685500000,294920.60900000000,2726736.05700000003,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+300,台7線,121.44425600000,24.64718900000,294970.69900000002,2726773.21199999982,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+400,台7線,121.44449800000,24.64632200000,294995.50699999998,2726677.26399999997,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+500,台7線,121.44439400000,24.64548200000,294985.28000000003,2726584.19199999981,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+600,台7線,121.44426500000,24.64466000000,294972.51500000001,2726493.10699999984,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+700,台7線,121.44464900000,24.64393000000,295011.64899999998,2726412.37800000003,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
0060K+800,台7線,121.44469600000,24.64304000000,295016.72600000002,2726313.81900000013,一工處,復興工務段,2016/06/23,桃園市,復興區,華陵村,
